threshold,margin,score,accepted,accuracy,f1_weighted,f1_macro,qwk,target_recall
0.4599999999999999,0.12,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.47999999999999987,0.0,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.47999999999999987,0.02,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.47999999999999987,0.04,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.47999999999999987,0.06,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.47999999999999987,0.08,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.47999999999999987,0.1,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.47999999999999987,0.12,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.49999999999999983,0.0,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.49999999999999983,0.02,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.49999999999999983,0.04,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.49999999999999983,0.06,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.49999999999999983,0.08,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.49999999999999983,0.1,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.49999999999999983,0.12,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5199999999999998,0.0,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5199999999999998,0.02,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
